Date;Time;Sci_Name;Confidence;Lat;Lon;Cutoff;Week;Sens;Overlap
2025-07-13;16:44:53;S10;0.999932050704956;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:44:55;S10;0.9999734163284302;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:44:57;S10;0.999988317489624;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:44:59;S10;0.9836540818214417;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:45:01;S10;0.9998925924301147;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:48:46;NoS10;0.9998595714569092;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:48:48;NoS10;0.9998993873596191;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:48:50;NoS10;0.9994506239891052;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:48:52;S10;0.9934470057487488;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:48:54;NoS10;0.998988926410675;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:48:56;NoS10;0.9998865127563477;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:48:58;NoS10;0.9998335838317871;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:49:00;S10;0.9998434782028198;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:49:02;NoS10;0.9945960640907288;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:49:06;S10;0.999565064907074;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:49:08;NoS10;0.9996460676193237;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:49:10;NoS10;0.999200165271759;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:49:12;NoS10;0.9189121127128601;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:17;NoS10;0.9996895790100098;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:19;NoS10;0.8071437478065491;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:21;S10;0.9869017004966736;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:23;NoS10;0.9999200105667114;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:25;NoS10;0.9995715022087097;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:29;S10;0.9999256134033203;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:31;NoS10;0.9956165552139282;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;16:57:35;S10;0.9856271743774414;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:03:39;S10;0.9998151659965515;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:03:41;NoS10;0.9972609281539917;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:03:45;NoS10;0.7071520686149597;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:03:47;S10;0.8623000979423523;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:03:49;NoS10;0.9998873472213745;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:03:53;S10;0.9998637437820435;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:12;NoS10;0.9994120597839355;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:16;S10;0.9998865127563477;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:18;NoS10;0.9980188608169556;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:20;NoS10;0.9372804164886475;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:26;NoS10;0.9998513460159302;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:30;S10;0.9999368190765381;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:32;NoS10;0.9999138116836548;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:34;NoS10;0.8936693668365479;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:36;S10;0.8937633633613586;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:40;NoS10;0.9994275569915771;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:44;S10;0.9999157190322876;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:07:46;NoS10;0.9991872906684875;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:31;S10;0.9886854887008667;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:33;NoS10;0.967613935470581;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:37;S10;0.9999270439147949;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:39;NoS10;0.9998020529747009;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:41;NoS10;0.9028726816177368;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:45;S10;0.9857107996940613;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:47;NoS10;0.9999111890792847;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:49;NoS10;0.9106103181838989;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:51;S10;0.9998010993003845;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:53;NoS10;0.9994993209838867;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:20:55;NoS10;0.8956897854804993;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:21;NoS10;0.9966108202934265;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:23;NoS10;0.8582169413566589;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:27;S10;0.9868035912513733;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:29;NoS10;0.9995285272598267;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:33;S10;0.9998472929000854;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:35;NoS10;0.9998167157173157;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:37;NoS10;0.9800105690956116;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:41;S10;0.9815340638160706;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:43;NoS10;0.9827345013618469;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:47;S10;0.9999054670333862;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:49;NoS10;0.9998188614845276;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:51;NoS10;0.9768186807632446;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:53;NoS10;0.8319411873817444;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;17:21:55;S10;0.9659031629562378;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:06:45;S10;0.9999209642410278;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:06:47;NoS10;0.9905936121940613;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:06:49;NoS10;0.7885617017745972;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:06:51;S10;0.9998037219047546;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:06:53;NoS10;0.9997734427452087;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:06:55;NoS10;0.9976915121078491;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:10:01;S10;0.9999372959136963;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:10:03;NoS10;0.991365909576416;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:10:05;NoS10;0.7230307459831238;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:10:07;S10;0.9915770292282104;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:10:09;NoS10;0.9999289512634277;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:10:11;NoS10;0.9993601441383362;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:10:15;S10;0.9999456405639648;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:11:31;S10;0.9998608827590942;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:11:33;NoS10;0.9991884827613831;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:11:35;NoS10;0.9963430762290955;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:11:37;NoS10;0.8565772771835327;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:11:39;S10;0.9297378659248352;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:11:41;NoS10;0.9923627376556396;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:09;NoS10;0.7620076537132263;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:11;NoS10;0.9913662075996399;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:13;NoS10;0.9014954566955566;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:15;S10;0.999913215637207;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:17;NoS10;0.9844009280204773;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:19;NoS10;0.942049503326416;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:21;S10;0.9888872504234314;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:23;NoS10;0.7747453451156616;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;18:15:25;NoS10;0.994746744632721;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:33;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:35;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:37;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:39;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:41;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:43;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:45;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:47;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:49;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:51;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:53;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:55;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:57;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:46:59;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:01;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:03;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:05;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:07;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:09;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:11;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:13;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:15;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:17;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:19;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:21;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:23;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:33;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:35;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:37;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:39;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:41;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:43;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:45;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:47;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:49;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:51;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:53;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:55;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:57;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:47:59;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:01;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:03;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:05;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:07;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:09;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:11;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:13;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:15;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:17;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:19;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:21;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:48:23;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:50:22;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:50:24;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:50:26;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:50:28;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:50:30;NoS10;0.9994590878486633;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:58:38;NoS10;0.9300041794776917;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:58:42;S10;0.8759914636611938;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:58:44;S10;0.729792594909668;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:58:46;S10;0.8815802335739136;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:58:50;S10;0.8610615730285645;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:58:52;NoS10;0.8779381513595581;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;20:58:54;NoS10;0.7334358096122742;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:28:23;S10;0.8280220031738281;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:28:25;S10;0.9344666600227356;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:28:27;S10;0.9843633770942688;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:28:29;S10;0.9649618268013;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:28:37;S10;0.9588947892189026;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:28:39;S10;0.9992490410804749;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:28:41;S10;0.994891881942749;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:13;S10;0.7787947058677673;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:17;S10;0.9994200468063354;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:19;S10;0.9916581511497498;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:21;NoS10;0.9881211519241333;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:23;NoS10;0.9507206082344055;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:25;S10;0.9825071692466736;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:27;NoS10;0.9681419134140015;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:31;S10;0.9890537261962891;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:33;S10;0.9306906461715698;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:35;S10;0.9780647158622742;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:37;S10;0.8148360848426819;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:40;S10;0.9900319576263428;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:41;S10;0.8918396234512329;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:43;S10;0.9365375638008118;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:45;NoS10;0.8714579343795776;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:47;NoS10;0.7667450308799744;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:49;NoS10;0.9931775331497192;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:51;NoS10;0.9750953912734985;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:53;NoS10;0.9343817234039307;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:55;NoS10;0.9841317534446716;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:57;NoS10;0.9978426694869995;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:38:59;S10;0.7468899488449097;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:10;S10;0.8848302960395813;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:12;S10;0.9936364889144897;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:14;S10;0.9999163150787354;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:16;S10;0.746350884437561;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:18;S10;0.9292852878570557;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:20;NoS10;0.8949385285377502;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:26;S10;0.980887770652771;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:30;S10;0.9978938698768616;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:32;S10;0.9457269906997681;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:34;S10;0.7630868554115295;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:36;NoS10;0.9801687002182007;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:38;S10;0.9827415347099304;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:42;S10;0.8809928894042969;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:44;S10;0.8942258358001709;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:46;S10;0.7953132390975952;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:48;S10;0.8946342468261719;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:54;S10;0.9691333770751953;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:56;NoS10;0.991005539894104;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:44:58;S10;0.9841422438621521;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:00;S10;0.9228875041007996;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:02;NoS10;0.999154806137085;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:04;NoS10;0.9071111083030701;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:06;NoS10;0.9848653078079224;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:08;NoS10;0.9196919798851013;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:10;S10;0.9762341380119324;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:12;NoS10;0.8882091641426086;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:14;S10;0.9891396164894104;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:16;S10;0.9982142448425293;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:18;S10;0.9820196032524109;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:20;S10;0.991923987865448;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:22;S10;0.9999377727508545;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:24;S10;0.9999734163284302;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:26;NoS10;0.9808804392814636;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:28;NoS10;0.960433304309845;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:30;NoS10;0.9506853818893433;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:32;S10;0.7530985474586487;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:34;S10;0.9949669241905212;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:36;S10;0.9248111844062805;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:38;S10;0.9997214674949646;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:42;NoS10;0.9842287302017212;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:44;S10;0.9893799424171448;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:46;S10;0.9948008060455322;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:48;NoS10;0.8595045804977417;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:50;S10;0.9811930656433105;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:52;NoS10;0.8480477929115295;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:54;S10;0.997001588344574;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:56;NoS10;0.9990339279174805;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:45:58;NoS10;0.9951222538948059;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:46:00;NoS10;0.9983870983123779;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:46:02;S10;0.7411949038505554;6.2529;-75.5646;0.7;28;1.25;0.0
2025-07-13;21:46:04;NoS10;0.9736474752426147;6.2529;-75.5646;0.7;28;1.25;0.0
